index,Trip ID,Trip Start Timestamp,Trip End Timestamp,Trip Miles,Pickup Census Tract,Dropoff Census Tract,Fare,Tip,Additional Charges,Trip Total,Shared Trip Authorized,Trips Pooled,Pickup Centroid Latitude,Pickup Centroid Longitude,Dropoff Centroid Latitude,Dropoff Centroid Longitude,Filled Trip Seconds,Trip Day Of Week,Trip Month,Time Of Day,Average Velocity (miles/h),Distance to nearest Bus Stop (in Miles),ID,Total Population,Number of female,Share Of Female,Share of People Over 65,Median Age,Household,Date Only,Date,Average Temperature (°F),Average Humidity (%),Average Wind Speed (mph),Average Pressure (in),Total Precipitation (in)
1725515,54619ba09b7b51f17cc5ac074e0aa4171c2c5b4e,2020-10-18,2020-10-18 00:00:00,1.2,081700,081403,10.0,0.0,1.23,11.23,False,1.0,41.8920421365,-87.6318639497,41.8909220259,-87.6188683546,536.0,Sunday,10,Night,0.008059701492537314,0.03993150101714038,081700,5217.0,2667.0,0.511213341000575,0.05922944220816561,31.0,3927.0,2020-00-18,2020-10-18,47.3,69.8,9.3,29.4,0.0
2065037,5ac51608b5fe8f9322e771c54e3383297119b54f,2020-10-18,2020-10-18 00:15:00,3.6,081700,070300,7.5,0.0,3.1,10.6,False,1.0,41.8920421365,-87.6318639497,41.9290469366,-87.6513108767,778.0,Sunday,10,Night,0.01665809768637532,0.03993150101714038,081700,5217.0,2667.0,0.511213341000575,0.05922944220816561,31.0,3927.0,2020-00-18,2020-10-18,47.3,69.8,9.3,29.4,0.0
2125581,5be82cacf8c9c4ac4ae1733e5bc20f9d2a51c6ac,2020-10-18,2020-10-18 00:15:00,1.0,081700,081403,5.0,0.0,3.1,8.1,False,1.0,41.8920421365,-87.6318639497,41.8909220259,-87.6188683546,335.0,Sunday,10,Night,0.010746268656716419,0.03993150101714038,081700,5217.0,2667.0,0.511213341000575,0.05922944220816561,31.0,3927.0,2020-00-18,2020-10-18,47.3,69.8,9.3,29.4,0.0
2161439,5c957abf68ed64f06cf2b78428a3cce214ccff37,2020-10-18,2020-10-18 00:00:00,1.7,081700,839100,7.5,0.0,1.23,8.73,False,1.0,41.8920421365,-87.6318639497,41.8809944707,-87.6327464887,563.0,Sunday,10,Night,0.010870337477797514,0.03993150101714038,081700,5217.0,2667.0,0.511213341000575,0.05922944220816561,31.0,3927.0,2020-00-18,2020-10-18,47.3,69.8,9.3,29.4,0.0
2196398,5d3f0f1b5afbd6f3a039aff4b25edf48d0ce1c1b,2020-10-18,2020-10-18 00:00:00,1.8,081700,833100,5.0,2.0,3.1,10.1,False,1.0,41.8920421365,-87.6318639497,41.8790669938,-87.657005027,451.0,Sunday,10,Night,0.014368070953436807,0.03993150101714038,081700,5217.0,2667.0,0.511213341000575,0.05922944220816561,31.0,3927.0,2020-00-18,2020-10-18,47.3,69.8,9.3,29.4,0.0
2357752,604dbcb017e4932eda5076838810698ffa10655f,2020-10-18,2020-10-18 00:15:00,9.4,081700,030300,12.5,3.0,1.23,16.73,False,1.0,41.8920421365,-87.6318639497,41.9943810196,-87.672538401,1143.0,Sunday,10,Night,0.029606299212598428,0.03993150101714038,081700,5217.0,2667.0,0.511213341000575,0.05922944220816561,31.0,3927.0,2020-00-18,2020-10-18,47.3,69.8,9.3,29.4,0.0
2633466,657d58cf132abe29b897979c5fec3d374aac24dc,2020-10-18,2020-10-18 00:00:00,5.3,081700,832100,10.0,0.0,1.23,11.23,False,1.0,41.8920421365,-87.6318639497,41.9528229157,-87.6532439924,615.0,Sunday,10,Night,0.03102439024390244,0.03993150101714038,081700,5217.0,2667.0,0.511213341000575,0.05922944220816561,31.0,3927.0,2020-00-18,2020-10-18,47.3,69.8,9.3,29.4,0.0
2664181,6610af27afd4e702fadc73a0800afc9683671a05,2020-10-18,2020-10-18 00:15:00,4.5,081700,070600,7.5,0.0,3.1,10.6,False,1.0,41.8920421365,-87.6318639497,41.9287630064,-87.665676837,558.0,Sunday,10,Night,0.02903225806451613,0.03993150101714038,081700,5217.0,2667.0,0.511213341000575,0.05922944220816561,31.0,3927.0,2020-00-18,2020-10-18,47.3,69.8,9.3,29.4,0.0
2810182,68d0d4a6796060ccaeaf1c9c6bbc472ecfa61c7a,2020-10-18,2020-10-18 00:15:00,4.2,081700,242700,15.0,0.0,3.4,18.4,False,1.0,41.8920421365,-87.6318639497,41.8974257653,-87.6993744036,922.0,Sunday,10,Night,0.016399132321041215,0.03993150101714038,081700,5217.0,2667.0,0.511213341000575,0.05922944220816561,31.0,3927.0,2020-00-18,2020-10-18,47.3,69.8,9.3,29.4,0.0
3131042,6edcae505d4f6644d9adb91abe035ab7279838ce,2020-10-18,2020-10-18 00:15:00,1.5,081700,839100,7.5,2.0,1.23,10.73,False,1.0,41.8920421365,-87.6318639497,41.8809944707,-87.6327464887,614.0,Sunday,10,Night,0.008794788273615635,0.03993150101714038,081700,5217.0,2667.0,0.511213341000575,0.05922944220816561,31.0,3927.0,2020-00-18,2020-10-18,47.3,69.8,9.3,29.4,0.0
3263378,715c1413e3a151aac7586b697c3ec16e360836f3,2020-10-18,2020-10-18 00:00:00,1.2,081700,839100,5.0,0.0,3.1,8.1,False,1.0,41.8920421365,-87.6318639497,41.8809944707,-87.6327464887,368.0,Sunday,10,Night,0.011739130434782608,0.03993150101714038,081700,5217.0,2667.0,0.511213341000575,0.05922944220816561,31.0,3927.0,2020-00-18,2020-10-18,47.3,69.8,9.3,29.4,0.0
284946,3943acb0a0492da993523fc473993a4651fd0553,2020-10-18,2020-10-18 00:15:00,4.8,081401,060800,7.5,0.0,3.1,10.6,False,1.0,41.8950334495,-87.6197106717,41.9534000435,-87.6460070664,501.0,Sunday,10,Night,0.034491017964071856,0.046106572021371674,081401,2171.0,1061.0,0.4887148779364348,0.308152924919392,47.7,1819.0,2020-00-18,2020-10-18,47.3,69.8,9.3,29.4,0.0
2793070,687ebc83ee2a6d5bffb2e5570ccddd95fc849e52,2020-10-18,2020-10-18 00:15:00,1.3,081401,320400,7.5,0.0,1.23,8.73,False,1.0,41.8950334495,-87.6197106717,41.8774061234,-87.6219716519,559.0,Sunday,10,Night,0.008372093023255815,0.046106572021371674,081401,2171.0,1061.0,0.4887148779364348,0.308152924919392,47.7,1819.0,2020-00-18,2020-10-18,47.3,69.8,9.3,29.4,0.0
207886,37cff2fef3fc7ee72a7f6cedde190c744b786549,2020-10-18,2020-10-18 00:00:00,0.8,081600,081000,7.5,0.0,1.23,8.73,False,1.0,41.8920726347,-87.6288741572,41.9002656868,-87.6321092196,281.0,Sunday,10,Night,0.010249110320284699,0.04115755743688662,081600,3725.0,1708.0,0.4585234899328859,0.06818791946308725,31.3,3213.0,2020-00-18,2020-10-18,47.3,69.8,9.3,29.4,0.0
264656,38e1973f30dfb7ca6a4d24b13cf1ab15ec85f7ab,2020-10-18,2020-10-18 00:15:00,4.8,081600,061200,10.0,0.0,3.1,13.1,False,1.0,41.8920726347,-87.6288741572,41.9490605256,-87.6616429039,939.0,Sunday,10,Night,0.01840255591054313,0.04115755743688662,081600,3725.0,1708.0,0.4585234899328859,0.06818791946308725,31.3,3213.0,2020-00-18,2020-10-18,47.3,69.8,9.3,29.4,0.0
859183,440e9ac69534bbe90a319e1f503946cf70bc201c,2020-10-18,2020-10-18 00:15:00,5.2,081600,230100,10.0,0.0,3.1,13.1,False,1.0,41.8920726347,-87.6288741572,41.9119719687,-87.7043657112,896.0,Sunday,10,Night,0.020892857142857144,0.04115755743688662,081600,3725.0,1708.0,0.4585234899328859,0.06818791946308725,31.3,3213.0,2020-00-18,2020-10-18,47.3,69.8,9.3,29.4,0.0
956708,45e5e8235dede1ad00780035e8e741b7413d0231,2020-10-18,2020-10-18 00:30:00,13.1,081600,430200,22.5,0.0,1.23,23.73,False,1.0,41.8920726347,-87.6288741572,41.7696904664,-87.5813495087,1914.0,Sunday,10,Night,0.02463949843260188,0.04115755743688662,081600,3725.0,1708.0,0.4585234899328859,0.06818791946308725,31.3,3213.0,2020-00-18,2020-10-18,47.3,69.8,9.3,29.4,0.0
1076901,48275daf5f8a69afcadbb76bb929e2335af6ff90,2020-10-18,2020-10-18 00:00:00,0.8,081600,081800,2.5,0.0,3.1,5.6,False,1.0,41.8920726347,-87.6288741572,41.8932163595,-87.6378442095,263.0,Sunday,10,Night,0.010950570342205325,0.04115755743688662,081600,3725.0,1708.0,0.4585234899328859,0.06818791946308725,31.3,3213.0,2020-00-18,2020-10-18,47.3,69.8,9.3,29.4,0.0
1442380,4f06b09fee266b93e8aa9e0c91b82604a9c5f31c,2020-10-18,2020-10-18 00:15:00,0.8,081600,842300,7.5,2.0,1.23,10.73,False,1.0,41.8920726347,-87.6288741572,41.8983058696,-87.6536139825,438.0,Sunday,10,Night,0.006575342465753425,0.04115755743688662,081600,3725.0,1708.0,0.4585234899328859,0.06818791946308725,31.3,3213.0,2020-00-18,2020-10-18,47.3,69.8,9.3,29.4,0.0
2529220,63884b84d000dbfa493491974167365056315637,2020-10-18,2020-10-18 00:00:00,0.7,081600,081403,2.5,0.0,3.1,5.6,False,1.0,41.8920726347,-87.6288741572,41.8909220259,-87.6188683546,170.0,Sunday,10,Night,0.014823529411764704,0.04115755743688662,081600,3725.0,1708.0,0.4585234899328859,0.06818791946308725,31.3,3213.0,2020-00-18,2020-10-18,47.3,69.8,9.3,29.4,0.0
3024937,6cde2c3e54f835a2f5af45ca3122e0a6347256ed,2020-10-18,2020-10-18 00:15:00,5.0,081600,062000,10.0,0.0,3.1,13.1,False,1.0,41.8920726347,-87.6288741572,41.942577185,-87.6470785093,827.0,Sunday,10,Night,0.02176541717049577,0.04115755743688662,081600,3725.0,1708.0,0.4585234899328859,0.06818791946308725,31.3,3213.0,2020-00-18,2020-10-18,47.3,69.8,9.3,29.4,0.0
145144,36a18750967297fb7074d52d5a3d791485b0ab6f,2020-10-18,2020-10-18 00:15:00,3.8,063000,220601,10.0,0.0,3.24,13.24,False,1.0,41.9363101308,-87.6515625922,41.9255672296,-87.7123276017,851.0,Sunday,10,Night,0.016075205640423033,0.15658205447179796,063000,3280.0,1400.0,0.4268292682926829,0.03414634146341464,29.0,2000.0,2020-00-18,2020-10-18,47.3,69.8,9.3,29.4,0.0
684907,40c5a5306bb170134ecc41eebd4c5b7cd24dc0de,2020-10-18,2020-10-18 00:15:00,6.0,063000,833100,12.5,0.0,3.1,15.6,False,1.0,41.9363101308,-87.6515625922,41.8790669938,-87.657005027,1281.0,Sunday,10,Night,0.01686182669789227,0.15658205447179796,063000,3280.0,1400.0,0.4268292682926829,0.03414634146341464,29.0,2000.0,2020-00-18,2020-10-18,47.3,69.8,9.3,29.4,0.0
2358652,605217a32db3941b5dfefc688126b0229acb54fa,2020-10-18,2020-10-18 00:15:00,3.1,063000,842300,7.5,0.0,3.1,10.6,False,1.0,41.9363101308,-87.6515625922,41.8983058696,-87.6536139825,750.0,Sunday,10,Night,0.01488,0.15658205447179796,063000,3280.0,1400.0,0.4268292682926829,0.03414634146341464,29.0,2000.0,2020-00-18,2020-10-18,47.3,69.8,9.3,29.4,0.0
32611,34828be8cebc2286ad7c3630196ed5142f51a586,2020-10-18,2020-10-18 00:15:00,1.9,081500,839000,5.0,0.0,3.1,8.1,False,1.0,41.8925077809,-87.6262149064,41.8710158803,-87.6314065252,614.0,Sunday,10,Night,0.011140065146579805,0.029680966677095424,081500,4906.0,2754.0,0.5613534447615165,0.12209539339584183,40.3,4496.0,2020-00-18,2020-10-18,47.3,69.8,9.3,29.4,0.0
440446,3c2c1a11b691b6cd9fef1f20b6b684fe6d2bcae3,2020-10-18,2020-10-18 00:15:00,2.4,081500,243300,5.0,5.0,3.1,13.1,False,1.0,41.8925077809,-87.6262149064,41.8924931672,-87.6647458359,508.0,Sunday,10,Night,0.01700787401574803,0.029680966677095424,081500,4906.0,2754.0,0.5613534447615165,0.12209539339584183,40.3,4496.0,2020-00-18,2020-10-18,47.3,69.8,9.3,29.4,0.0
708628,41384d058e7beb7cad463b4de6a5ac943e695e55,2020-10-18,2020-10-18 00:15:00,4.9,081500,070200,10.0,0.0,4.2,14.2,False,1.0,41.8925077809,-87.6262149064,41.9290776551,-87.6462934762,795.0,Sunday,10,Night,0.02218867924528302,0.029680966677095424,081500,4906.0,2754.0,0.5613534447615165,0.12209539339584183,40.3,4496.0,2020-00-18,2020-10-18,47.3,69.8,9.3,29.4,0.0
1572888,517ebae804b5a2c650eca96dc7cdd2d4d6fb7d4b,2020-10-18,2020-10-18 00:00:00,0.7,081500,320100,5.0,0.0,1.23,6.23,False,1.0,41.8925077809,-87.6262149064,41.8849871918,-87.6209929134,460.0,Sunday,10,Night,0.005478260869565217,0.029680966677095424,081500,4906.0,2754.0,0.5613534447615165,0.12209539339584183,40.3,4496.0,2020-00-18,2020-10-18,47.3,69.8,9.3,29.4,0.0
1681737,538db84a37ad145d1add3884e55c8ce09fbaef2a,2020-10-18,2020-10-18 00:00:00,1.5,081500,243500,5.0,0.0,3.1,8.1,False,1.0,41.8925077809,-87.6262149064,41.8926581076,-87.6525344838,386.0,Sunday,10,Night,0.013989637305699482,0.029680966677095424,081500,4906.0,2754.0,0.5613534447615165,0.12209539339584183,40.3,4496.0,2020-00-18,2020-10-18,47.3,69.8,9.3,29.4,0.0
2136401,5c1c7412bbd848cf677c2d0b083908267a560ac8,2020-10-18,2020-10-18 00:00:00,1.4,081500,320100,5.0,0.0,1.23,6.23,False,1.0,41.8925077809,-87.6262149064,41.8849871918,-87.6209929134,596.0,Sunday,10,Night,0.008456375838926174,0.029680966677095424,081500,4906.0,2754.0,0.5613534447615165,0.12209539339584183,40.3,4496.0,2020-00-18,2020-10-18,47.3,69.8,9.3,29.4,0.0
2484589,62b192900d40a1c087c01680c40a99f9b6e0ff14,2020-10-18,2020-10-18 00:15:00,1.0,081500,081300,5.0,1.0,1.23,7.23,False,1.0,41.8925077809,-87.6262149064,41.8983317935,-87.6207628651,416.0,Sunday,10,Night,0.008653846153846154,0.029680966677095424,081500,4906.0,2754.0,0.5613534447615165,0.12209539339584183,40.3,4496.0,2020-00-18,2020-10-18,47.3,69.8,9.3,29.4,0.0
2879890,6a231579dc32adb7028f21b477768ef3e2a3b866,2020-10-18,2020-10-18 00:00:00,6.3,081500,210100,12.5,0.0,3.66,16.16,False,1.0,41.8925077809,-87.6262149064,41.9428725376,-87.701330291,730.0,Sunday,10,Night,0.03106849315068493,0.029680966677095424,081500,4906.0,2754.0,0.5613534447615165,0.12209539339584183,40.3,4496.0,2020-00-18,2020-10-18,47.3,69.8,9.3,29.4,0.0
2974392,6beb5defb402b3c625582d449677e518d312ce3a,2020-10-18,2020-10-18 00:15:00,1.3,081500,320100,5.0,2.0,1.23,8.23,False,1.0,41.8925077809,-87.6262149064,41.8849871918,-87.6209929134,458.0,Sunday,10,Night,0.010218340611353714,0.029680966677095424,081500,4906.0,2754.0,0.5613534447615165,0.12209539339584183,40.3,4496.0,2020-00-18,2020-10-18,47.3,69.8,9.3,29.4,0.0
2065941,5ac95f35f0fac819a9ed97fcd8504aeb6e735481,2020-10-18,2020-10-18 00:00:00,2.3,070300,081800,5.0,0.0,3.18,8.18,False,1.0,41.9290469366,-87.6513108767,41.8932163595,-87.6378442095,432.0,Sunday,10,Night,0.019166666666666665,0.16239300748323907,070300,3818.0,1850.9999999999998,0.48480880041906754,0.022786799371398637,28.0,1827.0,2020-00-18,2020-10-18,47.3,69.8,9.3,29.4,0.0
2388522,60e2558a1010410d05cd776f68c280504cab41cb,2020-10-18,2020-10-18 00:15:00,2.5,070300,081000,7.5,0.0,1.23,8.73,False,1.0,41.9290469366,-87.6513108767,41.9002656868,-87.6321092196,648.0,Sunday,10,Night,0.013888888888888888,0.16239300748323907,070300,3818.0,1850.9999999999998,0.48480880041906754,0.022786799371398637,28.0,1827.0,2020-00-18,2020-10-18,47.3,69.8,9.3,29.4,0.0
3202287,70347d2107e7f62c08e8047e809b411a4c0a72b6,2020-10-18,2020-10-18 00:15:00,4.4,060400,831800,10.0,0.0,1.23,11.23,False,1.0,41.9506733576,-87.6665362813,41.9782942489,-87.7164304157,938.0,Sunday,10,Night,0.016886993603411518,0.16265972233734088,060400,3691.0,1866.0000000000002,0.5055540503928475,0.025196423733405582,33.0,1698.0,2020-00-18,2020-10-18,47.3,69.8,9.3,29.4,0.0
126393,3646e63206730a536e4135fab779174d2e698ef8,2020-10-18,2020-10-18 00:00:00,2.8,070600,060900,12.5,0.0,3.8,16.3,False,1.0,41.9287630064,-87.665676837,41.949829346,-87.6439653703,596.0,Sunday,10,Night,0.016912751677852347,0.17058963711668873,070600,3194.0,1339.0,0.4192235441452724,0.059486537257357544,33.7,1365.0,2020-00-18,2020-10-18,47.3,69.8,9.3,29.4,0.0
45175,34bf76a1a0765879a9de99ec7eda37b751eed923,2020-10-18,2020-10-18 00:00:00,1.4,062200,070300,5.0,0.0,3.1,8.1,False,1.0,41.9425851797,-87.6566440918,41.9290469366,-87.6513108767,365.0,Sunday,10,Night,0.013808219178082191,0.01851434233480115,062200,3152.0,1426.0,0.45241116751269034,0.021890862944162436,29.8,1321.0,2020-00-18,2020-10-18,47.3,69.8,9.3,29.4,0.0
360362,3aad0c9c75e8a0b6188393ec73a52b66f5b5650b,2020-10-18,2020-10-18 00:15:00,1.4,062200,070101,7.5,0.0,1.23,8.73,False,1.0,41.9425851797,-87.6566440918,41.9292629902,-87.6358909539,396.0,Sunday,10,Night,0.012727272727272726,0.01851434233480115,062200,3152.0,1426.0,0.45241116751269034,0.021890862944162436,29.8,1321.0,2020-00-18,2020-10-18,47.3,69.8,9.3,29.4,0.0
1907407,57ce3b842376b949fd94a190c5c16e2a886e1a86,2020-10-18,2020-10-18 00:15:00,4.7,062200,081100,10.0,0.0,1.23,11.23,False,1.0,41.9425851797,-87.6566440918,41.9002212967,-87.6291051864,626.0,Sunday,10,Night,0.027028753993610224,0.01851434233480115,062200,3152.0,1426.0,0.45241116751269034,0.021890862944162436,29.8,1321.0,2020-00-18,2020-10-18,47.3,69.8,9.3,29.4,0.0
128653,3651eef21e750bca87ebe30ca29bfca75ef4688b,2020-10-18,2020-10-18 00:15:00,3.6,063200,030703,7.5,0.0,1.23,8.73,False,1.0,41.9383912577,-87.6385749205,41.9788750584,-87.6578712629,627.0,Sunday,10,Night,0.020669856459330144,0.04030671974534849,063200,6380.0,2858.0,0.4479623824451411,0.00015987460815047023,32.6,4741.0,2020-00-18,2020-10-18,47.3,69.8,9.3,29.4,0.0
1605072,521a640bc667a022f3e96aa9433f48a3f9c4ead6,2020-10-18,2020-10-18 00:15:00,6.2,063200,010600,12.5,0.0,1.23,13.73,False,1.0,41.9383912577,-87.6385749205,42.0062788614,-87.6676836101,800.0,Sunday,10,Night,0.0279,0.04030671974534849,063200,6380.0,2858.0,0.4479623824451411,0.00015987460815047023,32.6,4741.0,2020-00-18,2020-10-18,47.3,69.8,9.3,29.4,0.0
1576259,518edf3a102638f7c73a87fc6bf5ec515ef8aef1,2020-10-18,2020-10-18 00:00:00,1.4,071100,080300,5.0,0.0,3.2,8.2,False,1.0,41.9217781876,-87.6510618838,41.9074919303,-87.6357600901,399.0,Sunday,10,Night,0.01263157894736842,0.07261132678092626,071100,3186.0,1717.0000000000002,0.5389202762084119,0.07501569365976146,25.8,1335.0,2020-00-18,2020-10-18,47.3,69.8,9.3,29.4,0.0
423189,3bda7262896b4101a54b871321d4f141255fb604,2020-10-18,2020-10-18 00:15:00,6.3,081100,310700,12.5,0.0,3.1,15.6,False,1.0,41.9002212967,-87.6291051864,41.8559898728,-87.6649068859,1024.0,Sunday,10,Night,0.0221484375,0.06074456367288795,081100,4455.0,1997.0,0.44826038159371495,0.10213243546576879,31.7,3207.0,2020-00-18,2020-10-18,47.3,69.8,9.3,29.4,0.0
1772631,5544251d6a6dc8761e6c30f6d9c2c428493bec25,2020-10-18,2020-10-18 00:15:00,1.3,081100,081401,5.0,0.0,3.1,8.1,False,1.0,41.9002212967,-87.6291051864,41.8950334495,-87.6197106717,390.0,Sunday,10,Night,0.012,0.06074456367288795,081100,4455.0,1997.0,0.44826038159371495,0.10213243546576879,31.7,3207.0,2020-00-18,2020-10-18,47.3,69.8,9.3,29.4,0.0
1504803,503665e50c73183e236f2906ae77677c2e95b978,2020-10-18,2020-10-18 00:15:00,3.3,071200,081500,7.5,0.0,3.1,10.6,False,1.0,41.9218549112,-87.6462109769,41.8925077809,-87.6262149064,646.0,Sunday,10,Night,0.018390092879256966,0.0005179370531325644,071200,2386.0,1378.0,0.5775356244761106,0.10729253981559095,30.6,1240.0,2020-00-18,2020-10-18,47.3,69.8,9.3,29.4,0.0
434346,3c0fee1ad79b0a7616d5b8b36c10f7a1dc26acc6,2020-10-18,2020-10-18 00:00:00,1.4,070200,070700,7.5,0.0,1.23,8.73,False,1.0,41.9290776551,-87.6462934762,41.9292725315,-87.6738072384,343.0,Sunday,10,Night,0.014693877551020407,0.17576303372438423,070200,4019.0,1804.0,0.44886787758148794,0.06742970888280667,30.2,2321.0,2020-00-18,2020-10-18,47.3,69.8,9.3,29.4,0.0
819984,4350bb0f88f3a8a49c5d4d7809a8a91dc3aee0a5,2020-10-18,2020-10-18 00:15:00,1.2,070200,062200,5.0,0.0,3.1,8.1,False,1.0,41.9290776551,-87.6462934762,41.9425851797,-87.6566440918,457.0,Sunday,10,Night,0.009452954048140044,0.17576303372438423,070200,4019.0,1804.0,0.44886787758148794,0.06742970888280667,30.2,2321.0,2020-00-18,2020-10-18,47.3,69.8,9.3,29.4,0.0
1191347,4a4dee4dc33539426de2eb3b19efdbe0d825693d,2020-10-18,2020-10-18 00:15:00,1.8,070200,080300,10.0,0.0,3.41,13.41,False,1.0,41.9290776551,-87.6462934762,41.9074919303,-87.6357600901,447.0,Sunday,10,Night,0.014496644295302015,0.17576303372438423,070200,4019.0,1804.0,0.44886787758148794,0.06742970888280667,30.2,2321.0,2020-00-18,2020-10-18,47.3,69.8,9.3,29.4,0.0
1948511,589519e0bef9ac223ac12f837f51b12ca2beba48,2020-10-18,2020-10-18 00:15:00,3.1,070200,081201,7.5,0.0,3.1,10.6,False,1.0,41.9290776551,-87.6462934762,41.8991556134,-87.6262105324,558.0,Sunday,10,Night,0.02,0.17576303372438423,070200,4019.0,1804.0,0.44886787758148794,0.06742970888280667,30.2,2321.0,2020-00-18,2020-10-18,47.3,69.8,9.3,29.4,0.0
2644251,65b13a1a671742a934dbcc8a6168ab082b87dcac,2020-10-18,2020-10-18 00:15:00,6.5,070200,030500,12.5,2.0,1.23,15.73,False,1.0,41.9290776551,-87.6462934762,41.9872255578,-87.6649377243,950.0,Sunday,10,Night,0.02463157894736842,0.17576303372438423,070200,4019.0,1804.0,0.44886787758148794,0.06742970888280667,30.2,2321.0,2020-00-18,2020-10-18,47.3,69.8,9.3,29.4,0.0
236319,3859860c5393e404c6250ed27dc354f9325e4532,2020-10-18,2020-10-18 00:00:00,1.9,071300,063000,7.5,0.0,1.23,8.73,False,1.0,41.9217783562,-87.6414597588,41.9363101308,-87.6515625922,452.0,Sunday,10,Night,0.015132743362831859,0.01086674954379377,071300,4129.0,1997.0000000000005,0.48365221603293784,0.10777427948655849,32.1,2250.0,2020-00-18,2020-10-18,47.3,69.8,9.3,29.4,0.0
743077,41ddc61193edefcd0f9fa1130ae7ded7f4bfcaed,2020-10-18,2020-10-18 00:15:00,4.3,071300,031300,7.5,0.0,3.17,10.67,False,1.0,41.9217783562,-87.6414597588,41.9729293173,-87.6502900743,542.0,Sunday,10,Night,0.028560885608856088,0.01086674954379377,071300,4129.0,1997.0000000000005,0.48365221603293784,0.10777427948655849,32.1,2250.0,2020-00-18,2020-10-18,47.3,69.8,9.3,29.4,0.0
905750,44ef1fcee6e2b1cd3157ad52fd714fdc43f11f8a,2020-10-18,2020-10-18 00:00:00,1.9,071300,062300,5.0,0.0,3.1,8.1,False,1.0,41.9217783562,-87.6414597588,41.9416281,-87.6614433685,487.0,Sunday,10,Night,0.01404517453798768,0.01086674954379377,071300,4129.0,1997.0000000000005,0.48365221603293784,0.10777427948655849,32.1,2250.0,2020-00-18,2020-10-18,47.3,69.8,9.3,29.4,0.0
2161756,5c97011bef39e6ec7a79f855e0c1fcac34634b2a,2020-10-18,2020-10-18 00:00:00,1.6,071300,063000,5.0,0.0,3.49,8.49,False,1.0,41.9217783562,-87.6414597588,41.9363101308,-87.6515625922,414.0,Sunday,10,Night,0.013913043478260872,0.01086674954379377,071300,4129.0,1997.0000000000005,0.48365221603293784,0.10777427948655849,32.1,2250.0,2020-00-18,2020-10-18,47.3,69.8,9.3,29.4,0.0
403947,3b7ec1c667e85894740e1681c7913c23a2787f80,2020-10-18,2020-10-18 00:00:00,1.5,063400,060800,5.0,0.0,3.1,8.1,False,1.0,41.9346591566,-87.6467297286,41.9534000435,-87.6460070664,370.0,Sunday,10,Night,0.014594594594594596,0.019116164685910646,063400,2435.0,1312.0,0.5388090349075976,0.0188911704312115,26.6,1418.0,2020-00-18,2020-10-18,47.3,69.8,9.3,29.4,0.0
1209645,4aa553d20b750749909704df822fe7170f2342b8,2020-10-18,2020-10-18 00:00:00,1.2,063400,071200,5.0,0.0,3.1,8.1,False,1.0,41.9346591566,-87.6467297286,41.9218549112,-87.6462109769,301.0,Sunday,10,Night,0.014352159468438538,0.019116164685910646,063400,2435.0,1312.0,0.5388090349075976,0.0188911704312115,26.6,1418.0,2020-00-18,2020-10-18,47.3,69.8,9.3,29.4,0.0
1581530,51a7f3833f883b6ef08e7c72b7c8ebfff2c2d3bf,2020-10-18,2020-10-18 00:00:00,1.0,070500,070200,5.0,0.0,3.1,8.1,False,1.0,41.9289459041,-87.6608925701,41.9290776551,-87.6462934762,268.0,Sunday,10,Night,0.013432835820895522,0.03458153021208539,070500,3185.0,1465.0,0.4599686028257457,0.1456828885400314,35.6,1422.0,2020-00-18,2020-10-18,47.3,69.8,9.3,29.4,0.0
2014926,59d3a7994cd432d14d79fa89f1ba9a0341f5dd12,2020-10-18,2020-10-18 00:15:00,1.1,070500,832500,5.0,0.0,3.42,8.42,False,1.0,41.9289459041,-87.6608925701,41.9218774613,-87.6640782395,241.0,Sunday,10,Night,0.016431535269709543,0.03458153021208539,070500,3185.0,1465.0,0.4599686028257457,0.1456828885400314,35.6,1422.0,2020-00-18,2020-10-18,47.3,69.8,9.3,29.4,0.0
2445425,61f4942116a7402509456addb75423b962c805ee,2020-10-18,2020-10-18 00:15:00,3.6,070500,221100,7.5,3.0,4.14,14.64,False,1.0,41.9289459041,-87.6608925701,41.9210196071,-87.7103591445,858.0,Sunday,10,Night,0.015104895104895105,0.03458153021208539,070500,3185.0,1465.0,0.4599686028257457,0.1456828885400314,35.6,1422.0,2020-00-18,2020-10-18,47.3,69.8,9.3,29.4,0.0
2847572,698574af08b299e6d8e536cc73f48a15aa9d7ca0,2020-10-18,2020-10-18 00:15:00,5.6,062300,280100,10.0,0.0,3.1,13.1,False,1.0,41.9416281,-87.6614433685,41.8853000224,-87.6428084655,978.0,Sunday,10,Night,0.020613496932515334,0.015366961917141802,062300,1609.0,863.0,0.5363579863269111,0.024860161591050343,27.0,697000.0,2020-00-18,2020-10-18,47.3,69.8,9.3,29.4,0.0
91594,359e89dec6c182b88633a50ddfe7b4ef01a54ce7,2020-10-18,2020-10-18 00:00:00,3.5,061902,081300,7.5,3.0,3.1,13.6,False,1.0,41.9431550855,-87.640698076,41.8983317935,-87.6207628651,495.0,Sunday,10,Night,0.025454545454545455,0.008286309809783992,061902,4938.0,2282.0000000000005,0.46213041717294456,0.16362899959497773,31.5,3107.0,2020-00-18,2020-10-18,47.3,69.8,9.3,29.4,0.0
