index,Trip ID,Trip Start Timestamp,Trip End Timestamp,Trip Miles,Pickup Census Tract,Dropoff Census Tract,Fare,Tip,Additional Charges,Trip Total,Shared Trip Authorized,Trips Pooled,Pickup Centroid Latitude,Pickup Centroid Longitude,Dropoff Centroid Latitude,Dropoff Centroid Longitude,Filled Trip Seconds,Trip Day Of Week,Trip Month,Time Of Day,Average Velocity (miles/h),Distance to nearest Bus Stop (in Miles),ID,Total Population,Number of female,Share Of Female,Share of People Over 65,Median Age,Household,Date Only,Date,Average Temperature (°F),Average Humidity (%),Average Wind Speed (mph),Average Pressure (in),Total Precipitation (in)
1684730,539bd65a7c0375ac65222f532c39e5291ae2e77d,2020-10-19,2020-10-19 00:15:00,3.8,220602,191302,10.0,0.0,1.23,11.23,False,1.0,41.9293297134,-87.7119742544,41.9202651208,-87.7705377644,790.0,Monday,10,Night,0.01731645569620253,0.01580095107130158,220602,4316.0,2448.0,0.567191844300278,0.1346153846153846,31.6,2843.0,2020-00-19,2020-10-19,43.3,75.5,8.9,29.6,0.21
382201,3b15f53a6b4881e7138a63dee2a99588f8fba8c6,2020-10-19,2020-10-19 00:15:00,4.5,081700,063200,7.5,0.0,3.1,10.6,False,1.0,41.8920421365,-87.6318639497,41.9383912577,-87.6385749205,613.0,Monday,10,Night,0.02642740619902121,0.03993150101714038,081700,5217.0,2667.0,0.511213341000575,0.05922944220816561,31.0,3927.0,2020-00-19,2020-10-19,43.3,75.5,8.9,29.6,0.21
2285056,5eec0bbd6f52fce66f2e45120bf1db6ba8604e67,2020-10-19,2020-10-19 00:15:00,5.6,081700,832100,10.0,0.0,3.1,13.1,False,1.0,41.8920421365,-87.6318639497,41.9528229157,-87.6532439924,842.0,Monday,10,Night,0.023942992874109264,0.03993150101714038,081700,5217.0,2667.0,0.511213341000575,0.05922944220816561,31.0,3927.0,2020-00-19,2020-10-19,43.3,75.5,8.9,29.6,0.21
2443641,61ec5eafd58979c301cee7316f77ccc3bab7f6b0,2020-10-19,2020-10-19 00:00:00,0.8,081700,081401,5.0,0.0,3.1,8.1,False,1.0,41.8920421365,-87.6318639497,41.8950334495,-87.6197106717,337.0,Monday,10,Night,0.008545994065281901,0.03993150101714038,081700,5217.0,2667.0,0.511213341000575,0.05922944220816561,31.0,3927.0,2020-00-19,2020-10-19,43.3,75.5,8.9,29.6,0.21
658014,4043b4bdf50680e4c7352cad9cdbb449ac63cf38,2020-10-19,2020-10-19 00:15:00,5.6,081401,031400,10.0,0.0,3.1,13.1,False,1.0,41.8950334495,-87.6197106717,41.962178629,-87.6453787624,732.0,Monday,10,Night,0.027540983606557375,0.046106572021371674,081401,2171.0,1061.0,0.4887148779364348,0.308152924919392,47.7,1819.0,2020-00-19,2020-10-19,43.3,75.5,8.9,29.6,0.21
781813,429967699712d0f98c25864ebc074969d86bfeaf,2020-10-19,2020-10-19 00:15:00,0.6,081600,839100,5.0,0.0,1.23,6.23,False,1.0,41.8920726347,-87.6288741572,41.8809944707,-87.6327464887,246.0,Monday,10,Night,0.00878048780487805,0.04115755743688662,081600,3725.0,1708.0,0.4585234899328859,0.06818791946308725,31.3,3213.0,2020-00-19,2020-10-19,43.3,75.5,8.9,29.6,0.21
2798490,6899047c91039dfa3e3582af88e69c4c5a475d84,2020-10-19,2020-10-19 00:15:00,2.8,081600,330100,7.5,0.0,3.1,10.6,False,1.0,41.8920726347,-87.6288741572,41.859349715,-87.6173580061,790.0,Monday,10,Night,0.012759493670886076,0.04115755743688662,081600,3725.0,1708.0,0.4585234899328859,0.06818791946308725,31.3,3213.0,2020-00-19,2020-10-19,43.3,75.5,8.9,29.6,0.21
863130,442192d672c14719db12d31f22c8dda153860d34,2020-10-19,2020-10-19 00:00:00,1.3,063000,060800,5.0,0.0,3.1,8.1,False,1.0,41.9363101308,-87.6515625922,41.9534000435,-87.6460070664,306.0,Monday,10,Night,0.015294117647058826,0.15658205447179796,063000,3280.0,1400.0,0.4268292682926829,0.03414634146341464,29.0,2000.0,2020-00-19,2020-10-19,43.3,75.5,8.9,29.6,0.21
179287,3744514c573a86de314dfbe191fce47d91657df5,2020-10-19,2020-10-19 00:15:00,1.0,062000,032100,5.0,0.0,3.1,8.1,False,1.0,41.942577185,-87.6470785093,41.9581548757,-87.6530217894,299.0,Monday,10,Night,0.012040133779264214,0.15072625151576535,062000,2890.0,1235.0,0.4273356401384083,0.02837370242214533,28.9,1764.0,2020-00-19,2020-10-19,43.3,75.5,8.9,29.6,0.21
619456,3f8b600c3031ce0f736aaed304032a9ee2897053,2020-10-19,2020-10-19 00:15:00,0.8,062000,060800,2.5,1.0,3.1,6.6,False,1.0,41.942577185,-87.6470785093,41.9534000435,-87.6460070664,272.0,Monday,10,Night,0.010588235294117647,0.15072625151576535,062000,2890.0,1235.0,0.4273356401384083,0.02837370242214533,28.9,1764.0,2020-00-19,2020-10-19,43.3,75.5,8.9,29.6,0.21
2291105,5f095d4be65414a6d1a31944874901b4de723707,2020-10-19,2020-10-19 00:00:00,0.5,062000,062000,2.5,0.0,3.1,5.6,False,1.0,41.942577185,-87.6470785093,41.942577185,-87.6470785093,153.0,Monday,10,Night,0.011764705882352941,0.15072625151576535,062000,2890.0,1235.0,0.4273356401384083,0.02837370242214533,28.9,1764.0,2020-00-19,2020-10-19,43.3,75.5,8.9,29.6,0.21
454320,3c6f4d2c3428e1bbff35b8f83d43195be6aa35e7,2020-10-19,2020-10-19 00:15:00,1.4,070400,071300,7.5,0.0,1.23,8.73,False,1.0,41.9289672664,-87.6561568309,41.9217783562,-87.6414597588,443.0,Monday,10,Night,0.011376975169300224,0.022732376402536936,070400,3421.0,1909.0000000000002,0.5580239695995324,0.08798596901490792,32.9,1589.0,2020-00-19,2020-10-19,43.3,75.5,8.9,29.6,0.21
327231,3a0f1d01b053feb51a2ad8dc59b771a321102c21,2020-10-19,2020-10-19 00:15:00,3.4,140701,032100,7.5,0.0,3.1,10.6,False,1.0,41.9667749433,-87.7108482084,41.9581548757,-87.6530217894,702.0,Monday,10,Night,0.017435897435897435,0.012994788883317987,140701,2990.0,1398.9999999999998,0.4678929765886287,0.09130434782608696,36.6,1162.0,2020-00-19,2020-10-19,43.3,75.5,8.9,29.6,0.21
320384,39ee1ec765bb1b133aef2f9adc1cdc3b53eaa57b,2020-10-13,2020-10-13 00:00:00,1.8,081700,842200,5.0,0.0,3.1,8.1,False,1.0,41.8920421365,-87.6318639497,41.9049353016,-87.6499072264,364.0,Tuesday,10,Night,0.017802197802197803,0.03993150101714038,081700,5217.0,2667.0,0.511213341000575,0.05922944220816561,31.0,3927.0,2020-00-13,2020-10-13,57.8,46.7,12.0,29.3,0.29
3241009,70ef4e5aa32ee9cfb4bd03c7f7af4d87ceacc73e,2020-10-13,2020-10-13 00:15:00,0.6,081700,081700,5.0,0.0,1.23,6.23,False,1.0,41.8920421365,-87.6318639497,41.8920421365,-87.6318639497,218.0,Tuesday,10,Night,0.009908256880733945,0.03993150101714038,081700,5217.0,2667.0,0.511213341000575,0.05922944220816561,31.0,3927.0,2020-00-13,2020-10-13,57.8,46.7,12.0,29.3,0.29
1243017,4b44e8830805b42ab56bc0bce39be32c65c58331,2020-10-13,2020-10-13 00:15:00,0.9,081401,081500,5.0,0.0,3.1,8.1,False,1.0,41.8950334495,-87.6197106717,41.8925077809,-87.6262149064,271.0,Tuesday,10,Night,0.011955719557195573,0.046106572021371674,081401,2171.0,1061.0,0.4887148779364348,0.308152924919392,47.7,1819.0,2020-00-13,2020-10-13,57.8,46.7,12.0,29.3,0.29
408006,3b91cbe79357096d1d220f23d3a53a46c3429126,2020-10-13,2020-10-13 00:00:00,0.8,081600,081402,5.0,1.0,1.23,7.23,False,1.0,41.8920726347,-87.6288741572,41.8919715078,-87.6129454143,160.0,Tuesday,10,Night,0.018000000000000002,0.04115755743688662,081600,3725.0,1708.0,0.4585234899328859,0.06818791946308725,31.3,3213.0,2020-00-13,2020-10-13,57.8,46.7,12.0,29.3,0.29
549572,3e3b13c0ee3b01fcc889f414da2aa92a9c8862a0,2020-10-13,2020-10-13 00:00:00,1.0,081600,081300,5.0,0.0,3.1,8.1,False,1.0,41.8920726347,-87.6288741572,41.8983317935,-87.6207628651,338.0,Tuesday,10,Night,0.010650887573964497,0.04115755743688662,081600,3725.0,1708.0,0.4585234899328859,0.06818791946308725,31.3,3213.0,2020-00-13,2020-10-13,57.8,46.7,12.0,29.3,0.29
2404596,6130572cb38cd330618b63d41dca7dfaf8679844,2020-10-13,2020-10-13 00:00:00,0.9,031700,031100,2.5,0.0,3.1,5.6,False,1.0,41.9654457842,-87.6631958495,41.9726679555,-87.6638654956,208.0,Tuesday,10,Night,0.015576923076923078,0.03530659841090784,031700,6119.0,2661.0,0.43487497957182547,0.055074358555319496,32.7,3730.0,2020-00-13,2020-10-13,57.8,46.7,12.0,29.3,0.29
2656679,65ecd062c00276cae5e782f000ff378a3c3ee667,2020-10-13,2020-10-13 00:30:00,11.5,031700,081500,20.0,4.0,3.1,27.1,False,1.0,41.9654457842,-87.6631958495,41.8925077809,-87.6262149064,1884.0,Tuesday,10,Night,0.021974522292993633,0.03530659841090784,031700,6119.0,2661.0,0.43487497957182547,0.055074358555319496,32.7,3730.0,2020-00-13,2020-10-13,57.8,46.7,12.0,29.3,0.29
1693492,53c67184645898a0919b5510a868ebef518d0e8e,2020-10-13,2020-10-13 00:00:00,1.9,081202,280100,7.5,0.0,1.23,8.73,False,1.0,41.9027880476,-87.6261455896,41.8853000224,-87.6428084655,569.0,Tuesday,10,Night,0.012021089630931459,0.09671975509025589,081202,3437.0,1956.0000000000002,0.5691009601396567,0.0004300261856270003,61.1,2451.0,2020-00-13,2020-10-13,57.8,46.7,12.0,29.3,0.29
878929,446d7c3f6616240d3ebae58592a8bbba51a624a3,2020-10-13,2020-10-13 00:15:00,5.3,151002,832000,10.0,0.0,3.23,13.23,False,1.0,41.9424881553,-87.7471543225,41.9462945357,-87.6542980837,1085.0,Tuesday,10,Night,0.0175852534562212,0.005513683481005989,151002,4892.0,2233.0,0.45645952575633686,0.08932951757972199,34.0,1732.0,2020-00-13,2020-10-13,57.8,46.7,12.0,29.3,0.29
595376,3f17ab08b87ea7ade32468baa1985ab3cf2fbd12,2021-01-15,2021-01-15 00:00:00,0.8,081700,081403,7.5,1.0,1.23,9.73,False,1.0,41.8920421365,-87.6318639497,41.8909220259,-87.6188683546,357.0,Friday,1,Night,0.008067226890756304,0.03993150101714038,081700,5217.0,2667.0,0.511213341000575,0.05922944220816561,31.0,3927.0,2021-00-15,2021-01-15,34.4,81.8,7.4,28.8,0.13
1100987,489afd56a9bd6aa46cf9261f45fbbc8dd54bcf9a,2021-01-15,2021-01-15 00:00:00,0.5,081700,081800,2.5,0.0,3.1,5.6,False,1.0,41.8920421365,-87.6318639497,41.8932163595,-87.6378442095,167.0,Friday,1,Night,0.010778443113772455,0.03993150101714038,081700,5217.0,2667.0,0.511213341000575,0.05922944220816561,31.0,3927.0,2021-00-15,2021-01-15,34.4,81.8,7.4,28.8,0.13
1955621,58b74793bb0e7835993d13110a3ae8d548dc6b1b,2021-01-15,2021-01-15 00:00:00,1.0,081700,081402,5.0,0.0,3.1,8.1,False,1.0,41.8920421365,-87.6318639497,41.8919715078,-87.6129454143,311.0,Friday,1,Night,0.011575562700964631,0.03993150101714038,081700,5217.0,2667.0,0.511213341000575,0.05922944220816561,31.0,3927.0,2021-00-15,2021-01-15,34.4,81.8,7.4,28.8,0.13
2302172,5f3f11d99bd80ed4828b062096bd872679635af0,2021-01-15,2021-01-15 00:15:00,9.7,081401,834500,17.5,0.0,1.23,18.73,False,1.0,41.8950334495,-87.6197106717,41.7865020374,-87.6221973414,1180.0,Friday,1,Night,0.029593220338983046,0.046106572021371674,081401,2171.0,1061.0,0.4887148779364348,0.308152924919392,47.7,1819.0,2021-00-15,2021-01-15,34.4,81.8,7.4,28.8,0.13
660296,404ee75e96e781f84e38b96a97b0c94af2c33912,2021-01-15,2021-01-15 00:15:00,1.2,070102,071100,5.0,0.0,3.1,8.1,False,1.0,41.9305785697,-87.6422063127,41.9217781876,-87.6510618838,303.0,Friday,1,Night,0.014257425742574258,0.11595485185436158,070102,2980.0,1744.0,0.5852348993288591,0.07885906040268456,31.3,2150.0,2021-00-15,2021-01-15,34.4,81.8,7.4,28.8,0.13
730090,419f0d212a654fd2e18ef67bfa54de0d5a2362a6,2020-10-28,2020-10-28 00:15:00,5.7,081700,060900,10.0,0.0,3.44,13.44,False,1.0,41.8920421365,-87.6318639497,41.949829346,-87.6439653703,895.0,Wednesday,10,Night,0.02292737430167598,0.03993150101714038,081700,5217.0,2667.0,0.511213341000575,0.05922944220816561,31.0,3927.0,2020-00-28,2020-10-28,41.9,58.7,8.3,29.4,0.07
2368520,6080edc963dfa3631e9215503d521b8ca8aad148,2020-10-28,2020-10-28 00:00:00,3.3,081500,070200,7.5,0.0,3.1,10.6,False,1.0,41.8925077809,-87.6262149064,41.9290776551,-87.6462934762,495.0,Wednesday,10,Night,0.024,0.029680966677095424,081500,4906.0,2754.0,0.5613534447615165,0.12209539339584183,40.3,4496.0,2020-00-28,2020-10-28,41.9,58.7,8.3,29.4,0.07
2611051,6511f687c7482773d8e96249671b7a5245a1a459,2020-10-28,2020-10-28 00:30:00,6.7,032100,831200,12.5,0.0,3.18,15.68,False,1.0,41.9581548757,-87.6530217894,41.9152908359,-87.7322869198,1189.0,Wednesday,10,Night,0.02028595458368377,0.005430146042562405,032100,7279.0,3817.0000000000005,0.5243852177496909,0.08160461601868388,34.2,4591.0,2020-00-28,2020-10-28,41.9,58.7,8.3,29.4,0.07
492631,3d282db9df86083786e68559901863aa1d3cdd22,2020-10-28,2020-10-28 00:00:00,2.0,040900,160602,5.0,5.0,3.25,13.25,False,1.0,41.9631849658,-87.6838545561,41.9557717866,-87.7012131039,391.0,Wednesday,10,Night,0.018414322250639388,0.03205209732973196,040900,2005.9999999999998,979.0,0.48803589232303096,0.10917248255234298,39.1,1191.0,2020-00-28,2020-10-28,41.9,58.7,8.3,29.4,0.07
1152803,49938dc344d831187b8fe53dcc9bb1bdbbb0b382,2021-01-25,2021-01-25 00:15:00,9.1,081700,140200,20.0,4.0,1.23,25.23,False,1.0,41.8920421365,-87.6318639497,41.9702449819,-87.7134353285,1552.0,Monday,1,Night,0.02110824742268041,0.03993150101714038,081700,5217.0,2667.0,0.511213341000575,0.05922944220816561,31.0,3927.0,2021-00-25,2021-01-25,31.9,76.5,15.6,29.3,0.0
215642,37f62d452d5cf08562fc86aebec9ceaaff598573,2021-01-25,2021-01-25 00:15:00,13.2,081401,440102,20.0,0.0,1.23,21.23,False,1.0,41.8950334495,-87.6197106717,41.740997711,-87.6011081642,1154.0,Monday,1,Night,0.04117850953206239,0.046106572021371674,081401,2171.0,1061.0,0.4887148779364348,0.308152924919392,47.7,1819.0,2021-00-25,2021-01-25,31.9,76.5,15.6,29.3,0.0
505825,3d66e34a7812d33b0a69d372479dcee82909ab50,2021-01-25,2021-01-25 00:00:00,0.6,062000,832100,2.5,0.0,3.1,5.6,False,1.0,41.942577185,-87.6470785093,41.9528229157,-87.6532439924,180.0,Monday,1,Night,0.012,0.15072625151576535,062000,2890.0,1235.0,0.4273356401384083,0.02837370242214533,28.9,1764.0,2021-00-25,2021-01-25,31.9,76.5,15.6,29.3,0.0
2763801,67f1c21b38e0b17b0825f64ecbe571a4952b8cf2,2021-01-25,2021-01-25 00:15:00,3.4,080400,061902,10.0,0.0,1.23,11.23,False,1.0,41.9074128162,-87.6409015248,41.9431550855,-87.640698076,538.0,Monday,1,Night,0.02275092936802974,0.1666906386416696,080400,4888.0,2573.0,0.5263911620294599,0.07774140752864157,31.1,2188.0,2021-00-25,2021-01-25,31.9,76.5,15.6,29.3,0.0
1700609,53e8dd24fc775015d3e2ab70459470abc13367ce,2021-01-25,2021-01-25 00:15:00,5.3,060900,081500,10.0,0.0,3.1,13.1,False,1.0,41.949829346,-87.6439653703,41.8925077809,-87.6262149064,791.0,Monday,1,Night,0.024121365360303414,0.040208518587837645,060900,6943.0,3421.0,0.49272648710931877,0.00016001728359498775,36.8,5161.0,2021-00-25,2021-01-25,31.9,76.5,15.6,29.3,0.0
1376559,4dc79c8c9c9051374c795d9b23e741f9efd07008,2020-11-05,2020-11-05 00:15:00,1.0,081700,081403,5.0,0.0,3.1,8.1,False,1.0,41.8920421365,-87.6318639497,41.8909220259,-87.6188683546,322.0,Thursday,11,Night,0.011180124223602483,0.03993150101714038,081700,5217.0,2667.0,0.511213341000575,0.05922944220816561,31.0,3927.0,2020-00-05,2020-11-05,62.0,49.2,11.5,29.4,0.0
1425971,4eb7b0545138632ff82cfff90063d56dc2f84a7c,2020-11-05,2020-11-05 00:15:00,2.2,081700,330100,7.5,0.0,3.1,10.6,False,1.0,41.8920421365,-87.6318639497,41.859349715,-87.6173580061,598.0,Thursday,11,Night,0.013244147157190637,0.03993150101714038,081700,5217.0,2667.0,0.511213341000575,0.05922944220816561,31.0,3927.0,2020-00-05,2020-11-05,62.0,49.2,11.5,29.4,0.0
1839067,5684c4815f9c326f5a72eb645f1dd10ccb329d45,2020-11-05,2020-11-05 00:15:00,0.8,081700,320100,2.5,0.0,3.1,5.6,False,1.0,41.8920421365,-87.6318639497,41.8849871918,-87.6209929134,236.0,Thursday,11,Night,0.012203389830508476,0.03993150101714038,081700,5217.0,2667.0,0.511213341000575,0.05922944220816561,31.0,3927.0,2020-00-05,2020-11-05,62.0,49.2,11.5,29.4,0.0
1542543,016e315beaff1ec40f23f5a487fe6e094d47a8a2,2021-04-10,2021-04-10 00:15:00,5.0,081700,062100,35.0,0.0,3.38,38.38,False,1.0,41.8920421365,-87.6318639497,41.9426918444,-87.6517705068,800.0,Saturday,4,Night,0.022500000000000003,0.03993150101714038,081700,5217.0,2667.0,0.511213341000575,0.05922944220816561,31.0,3927.0,2021-00-10,2021-04-10,53.1,83.2,7.2,28.8,0.0
1490781,016a85504402f7649c5733428e72b0006915f6c7,2021-04-10,2021-04-10 00:15:00,3.7,030900,062900,15.0,4.0,3.1,22.1,False,1.0,41.9797955506,-87.6714455473,41.9362371791,-87.6564115308,721.0,Saturday,4,Night,0.018474341192787798,0.11102460928304839,030900,3076.0,1458.0,0.4739921976592978,0.09330299089726918,37.4,1673.0,2021-00-10,2021-04-10,53.1,83.2,7.2,28.8,0.0
1550680,511253452b201ea766c1ac9a06c1572604296c56,2021-01-18,2021-01-18 00:15:00,0.8,081700,839100,2.5,0.0,3.79,6.29,False,1.0,41.8920421365,-87.6318639497,41.8809944707,-87.6327464887,279.0,Monday,1,Night,0.01032258064516129,0.03993150101714038,081700,5217.0,2667.0,0.511213341000575,0.05922944220816561,31.0,3927.0,2021-00-18,2021-01-18,27.7,71.7,10.1,29.2,0.02
1943377,587becbb6423874b14d3cd98a6fd7447f3e09924,2021-01-18,2021-01-18 00:00:00,1.9,081700,833100,5.0,0.0,3.36,8.36,False,1.0,41.8920421365,-87.6318639497,41.8790669938,-87.657005027,480.0,Monday,1,Night,0.014249999999999999,0.03993150101714038,081700,5217.0,2667.0,0.511213341000575,0.05922944220816561,31.0,3927.0,2021-00-18,2021-01-18,27.7,71.7,10.1,29.2,0.02
1746912,54c7ca96889f8da3bddd00c1613b2ae6b94efd27,2021-01-18,2021-01-18 00:15:00,0.9,081600,280100,5.0,0.0,3.74,8.74,False,1.0,41.8920726347,-87.6288741572,41.8853000224,-87.6428084655,249.0,Monday,1,Night,0.013012048192771086,0.04115755743688662,081600,3725.0,1708.0,0.4585234899328859,0.06818791946308725,31.3,3213.0,2021-00-18,2021-01-18,27.7,71.7,10.1,29.2,0.02
1787094,5589ad5792a73d4c16354b2b99ebaaefa74bbcaa,2021-01-18,2021-01-18 00:15:00,1.8,081600,243300,5.0,0.0,3.11,8.11,False,1.0,41.8920726347,-87.6288741572,41.8924931672,-87.6647458359,447.0,Monday,1,Night,0.014496644295302015,0.04115755743688662,081600,3725.0,1708.0,0.4585234899328859,0.06818791946308725,31.3,3213.0,2021-00-18,2021-01-18,27.7,71.7,10.1,29.2,0.02
573627,3eaecd93d216a8ac201f1e56ced164dcc985ce77,2021-01-18,2021-01-18 00:00:00,1.6,063000,830700,12.5,0.0,1.23,13.73,False,1.0,41.9363101308,-87.6515625922,41.958055933,-87.6603894557,545.0,Monday,1,Night,0.010568807339449541,0.15658205447179796,063000,3280.0,1400.0,0.4268292682926829,0.03414634146341464,29.0,2000.0,2021-00-18,2021-01-18,27.7,71.7,10.1,29.2,0.02
1984632,594248029bf132e5c51284632a7784957d5934e2,2021-01-18,2021-01-18 00:15:00,4.3,063000,160501,10.0,0.0,1.23,11.23,False,1.0,41.9363101308,-87.6515625922,41.9592101847,-87.7129731725,750.0,Monday,1,Night,0.020640000000000002,0.15658205447179796,063000,3280.0,1400.0,0.4268292682926829,0.03414634146341464,29.0,2000.0,2021-00-18,2021-01-18,27.7,71.7,10.1,29.2,0.02
2581671,64846dd231ed27164645d534ca987f68a914f3eb,2021-01-18,2021-01-18 00:15:00,0.8,063000,070200,2.5,3.0,3.1,8.6,False,1.0,41.9363101308,-87.6515625922,41.9290776551,-87.6462934762,178.0,Monday,1,Night,0.016179775280898877,0.15658205447179796,063000,3280.0,1400.0,0.4268292682926829,0.03414634146341464,29.0,2000.0,2021-00-18,2021-01-18,27.7,71.7,10.1,29.2,0.02
1459041,4f56bc2a1c79c3c1028dfebf11844fd85249b6fe,2021-01-18,2021-01-18 00:15:00,5.2,070500,280100,10.0,0.0,1.23,11.23,False,1.0,41.9289459041,-87.6608925701,41.8853000224,-87.6428084655,885.0,Monday,1,Night,0.021152542372881358,0.03458153021208539,070500,3185.0,1465.0,0.4599686028257457,0.1456828885400314,35.6,1422.0,2021-00-18,2021-01-18,27.7,71.7,10.1,29.2,0.02
3063338,6d978dfcce3462abbdb3a0b3231911fc1c34d4d1,2021-01-18,2021-01-18 00:15:00,4.8,032100,010300,10.0,0.0,3.1,13.1,False,1.0,41.9581548757,-87.6530217894,42.0159343756,-87.6665362779,710.0,Monday,1,Night,0.02433802816901408,0.005430146042562405,032100,7279.0,3817.0000000000005,0.5243852177496909,0.08160461601868388,34.2,4591.0,2021-00-18,2021-01-18,27.7,71.7,10.1,29.2,0.02
34403,348b77192c0d3fb5c4c3f0c7a4eab57faa73768c,2021-01-18,2021-01-18 00:15:00,5.0,080400,231200,17.5,0.0,1.23,18.73,False,1.0,41.9074128162,-87.6409015248,41.8990616211,-87.7213158985,932.0,Monday,1,Night,0.019313304721030045,0.1666906386416696,080400,4888.0,2573.0,0.5263911620294599,0.07774140752864157,31.1,2188.0,2021-00-18,2021-01-18,27.7,71.7,10.1,29.2,0.02
1663942,5338c850afa59b613625e53cf680070d98d5d484,2021-01-18,2021-01-18 00:00:00,3.2,070700,241100,7.5,0.0,3.1,10.6,False,1.0,41.9292725315,-87.6738072384,41.9066385418,-87.6895798343,799.0,Monday,1,Night,0.014418022528160202,0.02345386828613482,070700,3741.0,1816.9999999999998,0.4856990109596364,0.09061748195669607,33.1,2241.0,2021-00-18,2021-01-18,27.7,71.7,10.1,29.2,0.02
2073494,5aededff9ba58bbd5b7fe5c4518eec0514e545aa,2021-01-18,2021-01-18 00:00:00,2.3,031400,030601,5.0,0.0,3.1,8.1,False,1.0,41.962178629,-87.6453787624,41.9887040216,-87.6572348282,300.0,Monday,1,Night,0.0276,0.10070165860431539,031400,4685.0,2547.0000000000005,0.5436499466382071,0.20490928495197439,37.9,3659.0,2021-00-18,2021-01-18,27.7,71.7,10.1,29.2,0.02
1629358,017283bb689f4a548d51169728d582b028dcab3f,2021-04-27,2021-04-27 00:00:00,1.0,081700,839100,17.5,0.0,3.4,20.9,False,1.0,41.8920421365,-87.6318639497,41.8809944707,-87.6327464887,345.0,Tuesday,4,Night,0.010434782608695653,0.03993150101714038,081700,5217.0,2667.0,0.511213341000575,0.05922944220816561,31.0,3927.0,2021-00-27,2021-04-27,73.2,44.8,15.6,29.1,0.0
1636812,52b51d1abd56c4ae00ca8e8a315c5decc74b1e89,2021-01-07,2021-01-07 00:15:00,2.4,081700,330100,7.5,0.0,1.23,8.73,False,1.0,41.8920421365,-87.6318639497,41.859349715,-87.6173580061,775.0,Thursday,1,Night,0.011148387096774194,0.03993150101714038,081700,5217.0,2667.0,0.511213341000575,0.05922944220816561,31.0,3927.0,2021-00-07,2021-01-07,37.0,60.7,10.8,29.7,0.0
2297660,5f295c36948cd814db5846f07f375c3ddbf0b7b0,2021-01-07,2021-01-07 00:15:00,13.8,081700,431301,20.0,0.0,3.1,23.1,False,1.0,41.8920421365,-87.6318639497,41.7535307093,-87.5601889949,1301.0,Thursday,1,Night,0.03818601076095312,0.03993150101714038,081700,5217.0,2667.0,0.511213341000575,0.05922944220816561,31.0,3927.0,2021-00-07,2021-01-07,37.0,60.7,10.8,29.7,0.0
2201735,5d58fe48fe8117d39c71030d2db55d0b47489b23,2021-01-07,2021-01-07 00:15:00,1.5,081600,080201,7.5,1.0,1.23,9.73,False,1.0,41.8920726347,-87.6288741572,41.9094956686,-87.630963601,432.0,Thursday,1,Night,0.012499999999999999,0.04115755743688662,081600,3725.0,1708.0,0.4585234899328859,0.06818791946308725,31.3,3213.0,2021-00-07,2021-01-07,37.0,60.7,10.8,29.7,0.0
1774777,554e7edc7699ae91b8c59441cbe87817ab3a5d0f,2021-01-07,2021-01-07 00:15:00,5.1,063000,081403,12.5,0.0,3.1,15.6,False,1.0,41.9363101308,-87.6515625922,41.8909220259,-87.6188683546,603.0,Thursday,1,Night,0.03044776119402985,0.15658205447179796,063000,3280.0,1400.0,0.4268292682926829,0.03414634146341464,29.0,2000.0,2021-00-07,2021-01-07,37.0,60.7,10.8,29.7,0.0
1262439,4ba26f4bf1cb5f47e7b4b7bd9295dcf486e12a31,2021-01-07,2021-01-07 00:15:00,3.2,070500,081000,7.5,0.0,1.23,8.73,False,1.0,41.9289459041,-87.6608925701,41.9002656868,-87.6321092196,674.0,Thursday,1,Night,0.017091988130563802,0.03458153021208539,070500,3185.0,1465.0,0.4599686028257457,0.1456828885400314,35.6,1422.0,2021-00-07,2021-01-07,37.0,60.7,10.8,29.7,0.0
2158652,5c88668344533def38d147f4df4c486caa5f33de,2021-01-07,2021-01-07 00:00:00,1.1,070500,071100,5.0,0.0,3.19,8.19,False,1.0,41.9289459041,-87.6608925701,41.9217781876,-87.6510618838,262.0,Thursday,1,Night,0.015114503816793894,0.03458153021208539,070500,3185.0,1465.0,0.4599686028257457,0.1456828885400314,35.6,1422.0,2021-00-07,2021-01-07,37.0,60.7,10.8,29.7,0.0
1785539,5581dfc056f86aa0c9a176f0c1b9c10b60ba58ba,2020-12-03,2020-12-03 00:30:00,10.6,081700,420600,15.0,0.0,3.37,18.37,False,1.0,41.8920421365,-87.6318639497,41.7830141971,-87.6132781783,1049.0,Thursday,12,Night,0.03637750238322211,0.03993150101714038,081700,5217.0,2667.0,0.511213341000575,0.05922944220816561,31.0,3927.0,2020-00-03,2020-12-03,37.5,65.2,10.1,29.3,0.0
2764946,67f722034d69dd557c481862e5395e9cdd76e3f1,2020-12-03,2020-12-03 00:00:00,2.9,081401,839000,7.5,0.0,1.23,8.73,False,1.0,41.8950334495,-87.6197106717,41.8710158803,-87.6314065252,580.0,Thursday,12,Night,0.018000000000000002,0.046106572021371674,081401,2171.0,1061.0,0.4887148779364348,0.308152924919392,47.7,1819.0,2020-00-03,2020-12-03,37.5,65.2,10.1,29.3,0.0
